sitio,number_pino,sp,h_cm,number_puestas,altitud_m,distances,focal_pine
VC,137,h,225,0,898,3.60555127546399,144
VC,143,h,170,0,900,4.12310562561766,144
VC,136,h,150,0,898,4.47213595499958,144
VC,161,h,70,0,899,7.21110255092798,144
VC,159,h,200,0,902,7.28010988928052,144
VC,166,h,140,0,899,8,144
VC,167,h,250,1,900,9.21954445729289,144
VC,145,h,50,0,900,0,145
VC,144,h,160,0,900,3.16227766016838,145
VC,160,h,150,0,900,3.16227766016838,145
VC,159,h,200,0,902,4.12310562561766,145
VC,136,h,150,0,898,5.09901951359278,145
VC,137,h,225,0,898,6.70820393249937,145
VC,143,h,170,0,900,7,145
VC,166,h,140,0,899,7.61577310586391,145
VC,167,h,250,1,900,8.06225774829855,145
VC,168,h,90,0,900,8.06225774829855,145
VC,146,h,110,0,900,0,146
VC,157,h,250,2,901,4,146
VC,158,h,275,0,901,6.70820393249937,146
VC,156,h,150,0,901,7.61577310586391,146
VC,169,h,225,1,900,8.06225774829855,146
VC,147,h,160,0,900,9.05538513813742,146
VC,170,h,150,0,901,10.6301458127346,146
VC,159,h,200,0,902,11.0453610171873,146
VC,148,h,160,0,898,14.0356688476182,146
VC,171,h,140,0,900,14.422205101856,146
VC,147,h,160,0,900,0,147
VC,156,h,150,0,901,4.47213595499958,147
VC,148,h,160,0,898,5,147
VC,149,h,130,1,901,6.08276253029822,147
VC,146,h,110,0,900,9.05538513813742,147
VC,170,h,150,0,901,9.21954445729289,147
VC,171,h,140,0,900,9.48683298050514,147
VC,157,h,250,2,901,10.295630140987,147
VC,172,h,180,0,899,11.4017542509914,147
VC,155,h,225,0,901,13.3416640641263,147
VC,148,h,160,0,898,0,148
VC,149,h,130,1,901,1.4142135623731,148
VC,147,h,160,0,900,5,148
VC,156,h,150,0,901,8.06225774829855,148
VC,155,h,225,0,901,8.54400374531753,148
VC,150,h,150,3,899,9.21954445729289,148
VC,171,h,140,0,900,9.21954445729289,148
VC,172,h,180,0,899,9.21954445729289,148
VC,135,h,130,2,895,11.1803398874989,148
VC,170,h,150,0,901,11.4017542509914,148
VC,149,h,130,1,901,0,149
VC,148,h,160,0,898,1.4142135623731,149
VC,147,h,160,0,900,6.08276253029822,149
VC,150,h,150,3,899,8.06225774829855,149
VC,155,h,225,0,901,8.06225774829855,149
VC,156,h,150,0,901,9.4339811320566,149
VC,135,h,130,2,895,9.8488578017961,149
VC,172,h,180,0,899,10.0498756211209,149
VC,171,h,140,0,900,10.4403065089106,149
VC,132,h,170,0,899,10.6301458127346,149
VC,150,h,150,3,899,0,150
VC,135,h,130,2,895,3.16227766016838,150
VC,155,h,225,0,901,5.09901951359278,150
VC,132,h,170,0,899,7.07106781186548,150
VC,154,h,200,0,899,7.21110255092798,150
VC,149,h,130,1,901,8.06225774829855,150
VC,153,h,200,0,899,8.94427190999916,150
VC,148,h,160,0,898,9.21954445729289,150
VC,133,h,225,0,899,9.8488578017961,150
VC,173,h,160,0,898,11.1803398874989,150
VC,151,h,170,0,898,0,151
VC,152,h,170,0,899,6.70820393249937,151
VC,134,h,190,1,899,11.7046999107196,151
VC,174,h,190,1,895,11.7046999107196,151
VC,175,h,190,2,897,12.0415945787923,151
VC,153,h,200,0,899,13.0384048104053,151
VC,133,h,225,0,899,16.1554944214035,151
VC,154,h,200,0,899,17.4928556845359,151
VC,135,h,130,2,895,18,151
VC,150,h,150,3,899,19.2353840616713,151
VC,152,h,170,0,899,0,152
VC,175,h,190,2,897,6.32455532033676,152
VC,151,h,170,0,898,6.70820393249937,152
VC,174,h,190,1,895,8.24621125123532,152
VC,134,h,190,1,899,14.142135623731,152
VC,153,h,200,0,899,17.464249196573,152
VC,154,h,200,0,899,21.8403296678416,152
VC,133,h,225,0,899,22.8473193175917,152
VC,135,h,130,2,895,24.1867732448956,152
VC,150,h,150,3,899,25,152
VC,153,h,200,0,899,0,153
VC,154,h,200,0,899,4.47213595499958,153
VC,150,h,150,3,899,8.94427190999916,153
VC,155,h,225,0,901,9.05538513813742,153
VC,135,h,130,2,895,9.89949493661167,153
VC,173,h,160,0,898,12.2065556157337,153
VC,151,h,170,0,898,13.0384048104053,153
VC,133,h,225,0,899,13.6014705087354,153
VC,132,h,170,0,899,14.2126704035519,153
VC,174,h,190,1,895,15.52417469626,153
VC,154,h,200,0,899,0,154
VC,153,h,200,0,899,4.47213595499958,154
VC,155,h,225,0,901,5.09901951359278,154
VC,150,h,150,3,899,7.21110255092798,154
VC,173,h,160,0,898,7.81024967590665,154
VC,135,h,130,2,895,9.48683298050514,154
VC,172,h,180,0,899,12.0830459735946,154
VC,149,h,130,1,901,13,154
VC,148,h,160,0,898,13.6014705087354,154
VC,132,h,170,0,899,13.9283882771841,154
VC,155,h,225,0,901,0,155
VC,150,h,150,3,899,5.09901951359278,155
VC,154,h,200,0,899,5.09901951359278,155
VC,173,h,160,0,898,6.08276253029822,155
VC,149,h,130,1,901,8.06225774829855,155
VC,135,h,130,2,895,8.24621125123532,155
VC,172,h,180,0,899,8.48528137423857,155
VC,148,h,160,0,898,8.54400374531753,155
VC,153,h,200,0,899,9.05538513813742,155
VC,171,h,140,0,900,11.6619037896906,155
VC,156,h,150,0,901,0,156
VC,147,h,160,0,900,4.47213595499958,156
VC,170,h,150,0,901,5,156
VC,157,h,250,2,901,7.07106781186548,156
VC,171,h,140,0,900,7.07106781186548,156
VC,146,h,110,0,900,7.61577310586391,156
VC,148,h,160,0,898,8.06225774829855,156
VC,149,h,130,1,901,9.4339811320566,156
VC,169,h,225,1,900,9.4339811320566,156
VC,172,h,180,0,899,10.295630140987,156
VC,157,h,250,2,901,0,157
VC,146,h,110,0,900,4,157
VC,169,h,225,1,900,4.12310562561766,157
VC,158,h,275,0,901,6.08276253029822,157
VC,156,h,150,0,901,7.07106781186548,157
VC,170,h,150,0,901,8.06225774829855,157
VC,147,h,160,0,900,10.295630140987,157
VC,159,h,200,0,902,11.4017542509914,157
VC,171,h,140,0,900,12.6491106406735,157
VC,148,h,160,0,898,14.8660687473185,157
VC,158,h,275,0,901,0,158
VC,159,h,200,0,902,5.3851648071345,158
VC,157,h,250,2,901,6.08276253029822,158
VC,146,h,110,0,900,6.70820393249937,158
VC,169,h,225,1,900,7.07106781186548,158
VC,145,h,50,0,900,9.48683298050514,158
VC,167,h,250,1,900,11.1803398874989,158
VC,168,h,90,0,900,11.1803398874989,158
VC,160,h,150,0,900,12.1655250605964,158
VC,144,h,160,0,900,12.6491106406735,158
VC,159,h,200,0,902,0,159
VC,145,h,50,0,900,4.12310562561766,159
VC,158,h,275,0,901,5.3851648071345,159
VC,160,h,150,0,900,7,159
VC,144,h,160,0,900,7.28010988928052,159
VC,136,h,150,0,898,7.81024967590665,159
VC,167,h,250,1,900,8.60232526704263,159
VC,168,h,90,0,900,8.60232526704263,159
VC,166,h,140,0,899,9.21954445729289,159
VC,137,h,225,0,898,10.770329614269,159
VC,160,h,150,0,900,0,160
VC,144,h,160,0,900,2,160
VC,145,h,50,0,900,3.16227766016838,160
VC,143,h,170,0,900,4.12310562561766,160
VC,137,h,225,0,898,5,160
VC,166,h,140,0,899,6,160
VC,136,h,150,0,898,6.32455532033676,160
VC,161,h,70,0,899,6.32455532033676,160
VC,159,h,200,0,902,7,160
VC,167,h,250,1,900,7.28010988928052,160
VC,161,h,70,0,899,0,161
VC,143,h,170,0,900,3.60555127546399,161
VC,165,h,60,0,898,6,161
VC,160,h,150,0,900,6.32455532033676,161
VC,142,h,130,0,898,6.40312423743285,161
VC,137,h,225,0,898,6.70820393249937,161
VC,144,h,160,0,900,7.21110255092798,161
VC,164,h,170,0,898,7.21110255092798,161
VC,166,h,140,0,899,7.21110255092798,161
VC,138,h,150,0,898,8.60232526704263,161
VC,162,h,170,0,897,0,162
VC,141,h,120,0,897,4.24264068711928,162
VC,140,h,200,1,895,5.3851648071345,162
VC,142,h,130,0,898,8.06225774829855,162
VC,163,h,190,4,897,8.94427190999916,162
VC,138,h,150,0,898,9.89949493661167,162
VC,164,h,170,0,898,10,162
VC,139,h,200,0,895,11.1803398874989,162
VC,161,h,70,0,899,12,162
VC,176,h,180,0,896,12.8062484748657,162
VC,163,h,190,4,897,0,163
VC,176,h,180,0,896,6,163
VC,162,h,170,0,897,8.94427190999916,163
VC,139,h,200,0,895,9.21954445729289,163
VC,177,h,170,0,896,10.1980390271856,163
VC,140,h,200,1,895,10.816653826392,163
VC,141,h,120,0,897,13.0384048104053,163
VC,164,h,170,0,898,16.1245154965971,163
VC,142,h,130,0,898,17,163
VC,138,h,150,0,898,18.6010752377383,163
VC,164,h,170,0,898,0,164
VC,165,h,60,0,898,4,164
VC,161,h,70,0,899,7.21110255092798,164
VC,162,h,170,0,897,10,164
VC,142,h,130,0,898,10.0498756211209,164
VC,166,h,140,0,899,10.1980390271856,164
VC,141,h,120,0,897,10.295630140987,164
VC,143,h,170,0,900,10.816653826392,164
VC,167,h,250,1,900,12.0415945787923,164
VC,168,h,90,0,900,12.0415945787923,164
VC,165,h,60,0,898,0,165
VC,164,h,170,0,898,4,165
VC,161,h,70,0,899,6,165
VC,166,h,140,0,899,6.32455532033676,165
VC,167,h,250,1,900,8.06225774829855,165
VC,168,h,90,0,900,8.06225774829855,165
VC,143,h,170,0,900,9.21954445729289,165
VC,160,h,150,0,900,10,165
VC,142,h,130,0,898,11.1803398874989,165
VC,144,h,160,0,900,11.6619037896906,165
VC,166,h,140,0,899,0,166
VC,167,h,250,1,900,2.23606797749979,166
VC,168,h,90,0,900,2.23606797749979,166
VC,160,h,150,0,900,6,166
VC,165,h,60,0,898,6.32455532033676,166
VC,161,h,70,0,899,7.21110255092798,166
VC,145,h,50,0,900,7.61577310586391,166
VC,144,h,160,0,900,8,166
VC,143,h,170,0,900,8.06225774829855,166
VC,159,h,200,0,902,9.21954445729289,166
VC,167,h,250,1,900,0,167
VC,168,h,90,0,900,0,167
VC,166,h,140,0,899,2.23606797749979,167
VC,160,h,150,0,900,7.28010988928052,167
VC,145,h,50,0,900,8.06225774829855,167
VC,165,h,60,0,898,8.06225774829855,167
VC,159,h,200,0,902,8.60232526704263,167
VC,144,h,160,0,900,9.21954445729289,167
VC,161,h,70,0,899,9.4339811320566,167
VC,143,h,170,0,900,10,167
VC,167,h,250,1,900,0,168
VC,168,h,90,0,900,0,168
VC,166,h,140,0,899,2.23606797749979,168
VC,160,h,150,0,900,7.28010988928052,168
VC,145,h,50,0,900,8.06225774829855,168
VC,165,h,60,0,898,8.06225774829855,168
VC,159,h,200,0,902,8.60232526704263,168
VC,144,h,160,0,900,9.21954445729289,168
VC,161,h,70,0,899,9.4339811320566,168
VC,143,h,170,0,900,10,168
VC,169,h,225,1,900,0,169
VC,157,h,250,2,901,4.12310562561766,169
VC,158,h,275,0,901,7.07106781186548,169
VC,170,h,150,0,901,8,169
VC,146,h,110,0,900,8.06225774829855,169
VC,156,h,150,0,901,9.4339811320566,169
VC,159,h,200,0,902,12.2065556157337,169
VC,171,h,140,0,900,13,169
VC,147,h,160,0,900,13.4536240470737,169
VC,167,h,250,1,900,15,169
VC,170,h,150,0,901,0,170
VC,156,h,150,0,901,5,170
VC,171,h,140,0,900,5,170
VC,169,h,225,1,900,8,170
VC,157,h,250,2,901,8.06225774829855,170
VC,172,h,180,0,899,9,170
VC,147,h,160,0,900,9.21954445729289,170
VC,146,h,110,0,900,10.6301458127346,170
VC,148,h,160,0,898,11.4017542509914,170
VC,149,h,130,1,901,12.8062484748657,170
VC,171,h,140,0,900,0,171
VC,172,h,180,0,899,4,171
VC,170,h,150,0,901,5,171
VC,156,h,150,0,901,7.07106781186548,171
VC,173,h,160,0,898,9,171
VC,148,h,160,0,898,9.21954445729289,171
VC,147,h,160,0,900,9.48683298050514,171
VC,149,h,130,1,901,10.4403065089106,171
VC,155,h,225,0,901,11.6619037896906,171
VC,157,h,250,2,901,12.6491106406735,171
VC,172,h,180,0,899,0,172
VC,171,h,140,0,900,4,172
VC,173,h,160,0,898,5,172
VC,155,h,225,0,901,8.48528137423857,172
VC,170,h,150,0,901,9,172
VC,148,h,160,0,898,9.21954445729289,172
VC,149,h,130,1,901,10.0498756211209,172
VC,156,h,150,0,901,10.295630140987,172
VC,147,h,160,0,900,11.4017542509914,172
VC,154,h,200,0,899,12.0830459735946,172
VC,173,h,160,0,898,0,173
VC,172,h,180,0,899,5,173
VC,155,h,225,0,901,6.08276253029822,173
VC,154,h,200,0,899,7.81024967590665,173
VC,171,h,140,0,900,9,173
VC,150,h,150,3,899,11.1803398874989,173
VC,148,h,160,0,898,11.4017542509914,173
VC,149,h,130,1,901,11.6619037896906,173
VC,153,h,200,0,899,12.2065556157337,173
VC,170,h,150,0,901,14,173
VC,174,h,190,1,895,0,174
VC,175,h,190,2,897,4.47213595499958,174
VC,152,h,170,0,899,8.24621125123532,174
VC,151,h,170,0,898,11.7046999107196,174
VC,153,h,200,0,899,15.52417469626,174
VC,154,h,200,0,899,19.1049731745428,174
VC,134,h,190,1,899,22,174
VC,155,h,225,0,901,24.1867732448956,174
VC,150,h,150,3,899,24.3515913237718,174
VC,135,h,130,2,895,24.5967477524977,174
VC,175,h,190,2,897,0,175
VC,174,h,190,1,895,4.47213595499958,175
VC,152,h,170,0,899,6.32455532033676,175
VC,151,h,170,0,898,12.0415945787923,175
VC,153,h,200,0,899,19.1049731745428,175
VC,134,h,190,1,899,20.3960780543711,175
VC,154,h,200,0,899,23,175
VC,133,h,225,0,899,27.459060435492,175
VC,135,h,130,2,895,27.5136329843952,175
VC,150,h,150,3,899,27.6586333718787,175
VC,176,h,180,0,896,0,176
VC,177,h,170,0,896,4.47213595499958,176
VC,163,h,190,4,897,6,176
VC,162,h,170,0,897,12.8062484748657,176
VC,139,h,200,0,895,15.1327459504216,176
VC,140,h,200,1,895,16.1554944214035,176
VC,164,h,170,0,898,16.4924225024706,176
VC,141,h,120,0,897,17.0293863659264,176
VC,165,h,60,0,898,20.3960780543711,176
VC,142,h,130,0,898,20.5182845286832,176
VC,177,h,170,0,896,0,177
VC,176,h,180,0,896,4.47213595499958,177
VC,163,h,190,4,897,10.1980390271856,177
VC,162,h,170,0,897,15.2315462117278,177
VC,164,h,170,0,898,16.1245154965971,177
VC,141,h,120,0,897,19.2353840616713,177
VC,139,h,200,0,895,19.4164878389476,177
VC,140,h,200,1,895,19.4164878389476,177
VC,165,h,60,0,898,19.6977156035922,177
VC,142,h,130,0,898,22.2036033111745,177
CQ,1,p,800,0,1343.82,0,1
CQ,2,p,130,1,1343.58,3,1
CQ,3,p,130,0,1342.38,8.54400374531753,1
CQ,4,p,210,2,1339.49,11.0453610171873,1
CQ,16,p,280,0,1333.72,13.0384048104053,1
CQ,17,p,180,1,1334.93,15,1
CQ,15,p,275,1,1331.56,19,1
CQ,5,p,300,1,1335.89,19.6468827043885,1
CQ,18,p,165,2,1339.97,20,1
CQ,6,p,100,0,1334.45,22.4722050542442,1
CQ,2,p,130,1,1343.58,0,2
CQ,1,p,800,0,1343.82,3,2
CQ,3,p,130,0,1342.38,8,2
CQ,4,p,210,2,1339.49,11.1803398874989,2
CQ,16,p,280,0,1333.72,11.7046999107196,2
CQ,17,p,180,1,1334.93,13.4164078649987,2
CQ,18,p,165,2,1339.97,18.3575597506858,2
CQ,15,p,275,1,1331.56,19.2353840616713,2
CQ,5,p,300,1,1335.89,20.6155281280883,2
CQ,14,p,250,1,1332.03,22.0907220343745,2
CQ,3,p,130,0,1342.38,0,3
CQ,4,p,210,2,1339.49,3.60555127546399,3
CQ,16,p,280,0,1333.72,5,3
CQ,17,p,180,1,1334.93,7.21110255092798,3
CQ,2,p,130,1,1343.58,8,3
CQ,1,p,800,0,1343.82,8.54400374531753,3
CQ,15,p,275,1,1331.56,11.4017542509914,3
CQ,18,p,165,2,1339.97,12.0415945787923,3
CQ,5,p,300,1,1335.89,13.6014705087354,3
CQ,14,p,250,1,1332.03,14.142135623731,3
CQ,4,p,210,2,1339.49,0,4
CQ,3,p,130,0,1342.38,3.60555127546399,4
CQ,16,p,280,0,1333.72,6,4
CQ,15,p,275,1,1331.56,8.06225774829855,4
CQ,17,p,180,1,1334.93,8.06225774829855,4
CQ,5,p,300,1,1335.89,10,4
CQ,1,p,800,0,1343.82,11.0453610171873,4
CQ,2,p,130,1,1343.58,11.1803398874989,4
CQ,14,p,250,1,1332.03,11.7046999107196,4
CQ,18,p,165,2,1339.97,12.0830459735946,4
CQ,5,p,300,1,1335.89,0,5
CQ,6,p,100,0,1334.45,3.60555127546399,5
CQ,15,p,275,1,1331.56,5,5
CQ,7,p,250,4,1333.97,8,5
CQ,4,p,210,2,1339.49,10,5
CQ,14,p,250,1,1332.03,10.4403065089106,5
CQ,13,p,300,0,1332.28,10.770329614269,5
CQ,3,p,130,0,1342.38,13.6014705087354,5
CQ,16,p,280,0,1333.72,14.422205101856,5
CQ,8,p,150,1,1332.28,14.560219778561,5
CQ,6,p,100,0,1334.45,0,6
CQ,5,p,300,1,1335.89,3.60555127546399,6
CQ,7,p,250,4,1333.97,6.70820393249937,6
CQ,15,p,275,1,1331.56,8.24621125123532,6
CQ,13,p,300,0,1332.28,10.6301458127346,6
CQ,8,p,150,1,1332.28,12.0415945787923,6
CQ,14,p,250,1,1332.03,13.0384048104053,6
CQ,4,p,210,2,1339.49,13.4536240470737,6
CQ,9,p,150,1,1329.16,13.9283882771841,6
CQ,11,p,180,2,1328.92,13.9283882771841,6
CQ,7,p,250,4,1333.97,0,7
CQ,13,p,300,0,1332.28,4.47213595499958,7
CQ,6,p,100,0,1334.45,6.70820393249937,7
CQ,8,p,150,1,1332.28,7.21110255092798,7
CQ,9,p,150,1,1329.16,7.28010988928052,7
CQ,11,p,180,2,1328.92,7.28010988928052,7
CQ,5,p,300,1,1335.89,8,7
CQ,10,p,150,1,1329.16,8.24621125123532,7
CQ,12,p,375,3,1329.88,9.21954445729289,7
CQ,15,p,275,1,1331.56,9.4339811320566,7
CQ,8,p,150,1,1332.28,0,8
CQ,9,p,150,1,1329.16,6.08276253029822,8
CQ,11,p,180,2,1328.92,6.08276253029822,8
CQ,10,p,150,1,1329.16,6.32455532033676,8
CQ,7,p,250,4,1333.97,7.21110255092798,8
CQ,13,p,300,0,1332.28,8.94427190999916,8
CQ,12,p,375,3,1329.88,11,8
CQ,6,p,100,0,1334.45,12.0415945787923,8
CQ,5,p,300,1,1335.89,14.560219778561,8
CQ,15,p,275,1,1331.56,16.6433169770932,8
CQ,9,p,150,1,1329.16,0,9
CQ,11,p,180,2,1328.92,0,9
CQ,10,p,150,1,1329.16,1,9
CQ,12,p,375,3,1329.88,5.09901951359278,9
CQ,13,p,300,0,1332.28,5.3851648071345,9
CQ,8,p,150,1,1332.28,6.08276253029822,9
CQ,7,p,250,4,1333.97,7.28010988928052,9
CQ,6,p,100,0,1334.45,13.9283882771841,9
CQ,14,p,250,1,1332.03,14.422205101856,9
CQ,5,p,300,1,1335.89,15.1327459504216,9
CQ,10,p,150,1,1329.16,0,10
CQ,9,p,150,1,1329.16,1,10
CQ,11,p,180,2,1328.92,1,10
CQ,12,p,375,3,1329.88,5.3851648071345,10
CQ,8,p,150,1,1332.28,6.32455532033676,10
CQ,13,p,300,0,1332.28,6.32455532033676,10
CQ,7,p,250,4,1333.97,8.24621125123532,10
CQ,6,p,100,0,1334.45,14.8660687473185,10
CQ,14,p,250,1,1332.03,15.2643375224737,10
CQ,148,p,170,3,1333.48,16,10
CQ,9,p,150,1,1329.16,0,11
CQ,11,p,180,2,1328.92,0,11
CQ,10,p,150,1,1329.16,1,11
CQ,12,p,375,3,1329.88,5.09901951359278,11
CQ,13,p,300,0,1332.28,5.3851648071345,11
CQ,8,p,150,1,1332.28,6.08276253029822,11
CQ,7,p,250,4,1333.97,7.28010988928052,11
CQ,6,p,100,0,1334.45,13.9283882771841,11
CQ,14,p,250,1,1332.03,14.422205101856,11
CQ,5,p,300,1,1335.89,15.1327459504216,11
CQ,12,p,375,3,1329.88,0,12
CQ,13,p,300,0,1332.28,5,12
CQ,9,p,150,1,1329.16,5.09901951359278,12
CQ,11,p,180,2,1328.92,5.09901951359278,12
CQ,10,p,150,1,1329.16,5.3851648071345,12
CQ,7,p,250,4,1333.97,9.21954445729289,12
CQ,8,p,150,1,1332.28,11,12
CQ,14,p,250,1,1332.03,11.4017542509914,12
CQ,19,p,220,4,1338.76,12.369316876853,12
CQ,15,p,275,1,1331.56,14.142135623731,12
CQ,13,p,300,0,1332.28,0,13
CQ,7,p,250,4,1333.97,4.47213595499958,13
CQ,12,p,375,3,1329.88,5,13
CQ,9,p,150,1,1329.16,5.3851648071345,13
CQ,11,p,180,2,1328.92,5.3851648071345,13
CQ,10,p,150,1,1329.16,6.32455532033676,13
CQ,8,p,150,1,1332.28,8.94427190999916,13
CQ,14,p,250,1,1332.03,9.21954445729289,13
CQ,15,p,275,1,1331.56,10.0498756211209,13
CQ,6,p,100,0,1334.45,10.6301458127346,13
CQ,14,p,250,1,1332.03,0,14
CQ,15,p,275,1,1331.56,5.8309518948453,14
CQ,13,p,300,0,1332.28,9.21954445729289,14
CQ,18,p,165,2,1339.97,9.21954445729289,14
CQ,5,p,300,1,1335.89,10.4403065089106,14
CQ,17,p,180,1,1334.93,10.770329614269,14
CQ,7,p,250,4,1333.97,11.1803398874989,14
CQ,16,p,280,0,1333.72,11.1803398874989,14
CQ,12,p,375,3,1329.88,11.4017542509914,14
CQ,4,p,210,2,1339.49,11.7046999107196,14
CQ,15,p,275,1,1331.56,0,15
CQ,5,p,300,1,1335.89,5,15
CQ,14,p,250,1,1332.03,5.8309518948453,15
CQ,4,p,210,2,1339.49,8.06225774829855,15
CQ,6,p,100,0,1334.45,8.24621125123532,15
CQ,7,p,250,4,1333.97,9.4339811320566,15
CQ,13,p,300,0,1332.28,10.0498756211209,15
CQ,16,p,280,0,1333.72,10.6301458127346,15
CQ,3,p,130,0,1342.38,11.4017542509914,15
CQ,17,p,180,1,1334.93,11.4017542509914,15
CQ,16,p,280,0,1333.72,0,16
CQ,17,p,180,1,1334.93,2.23606797749979,16
CQ,3,p,130,0,1342.38,5,16
CQ,4,p,210,2,1339.49,6,16
CQ,18,p,165,2,1339.97,7.07106781186548,16
CQ,15,p,275,1,1331.56,10.6301458127346,16
CQ,14,p,250,1,1332.03,11.1803398874989,16
CQ,2,p,130,1,1343.58,11.7046999107196,16
CQ,1,p,800,0,1343.82,13.0384048104053,16
CQ,5,p,300,1,1335.89,14.422205101856,16
CQ,17,p,180,1,1334.93,0,17
CQ,16,p,280,0,1333.72,2.23606797749979,17
CQ,18,p,165,2,1339.97,5,17
CQ,3,p,130,0,1342.38,7.21110255092798,17
CQ,4,p,210,2,1339.49,8.06225774829855,17
CQ,14,p,250,1,1332.03,10.770329614269,17
CQ,15,p,275,1,1331.56,11.4017542509914,17
CQ,20,p,160,1,1336.61,13,17
CQ,2,p,130,1,1343.58,13.4164078649987,17
CQ,1,p,800,0,1343.82,15,17
CQ,18,p,165,2,1339.97,0,18
CQ,17,p,180,1,1334.93,5,18
CQ,16,p,280,0,1333.72,7.07106781186548,18
CQ,20,p,160,1,1336.61,9.05538513813742,18
CQ,14,p,250,1,1332.03,9.21954445729289,18
CQ,3,p,130,0,1342.38,12.0415945787923,18
CQ,4,p,210,2,1339.49,12.0830459735946,18
CQ,15,p,275,1,1331.56,12.369316876853,18
CQ,21,p,80,0,1334.69,13.6014705087354,18
CQ,5,p,300,1,1335.89,17.2626765016321,18
CQ,19,p,220,4,1338.76,0,19
CQ,12,p,375,3,1329.88,12.369316876853,19
CQ,13,p,300,0,1332.28,16.5529453572468,19
CQ,14,p,250,1,1332.03,16.6433169770932,19
CQ,10,p,150,1,1329.16,17.0293863659264,19
CQ,9,p,150,1,1329.16,17.1172427686237,19
CQ,11,p,180,2,1328.92,17.1172427686237,19
CQ,37,p,240,3,1333.24,18.6010752377383,19
CQ,21,p,80,0,1334.69,19.4164878389476,19
CQ,18,p,165,2,1339.97,20.0997512422418,19
CQ,20,p,160,1,1336.61,0,20
CQ,21,p,80,0,1334.69,5,20
CQ,18,p,165,2,1339.97,9.05538513813742,20
CQ,22,p,800,1,1334.21,9.4339811320566,20
CQ,23,p,700,0,1333,12.1655250605964,20
CQ,17,p,180,1,1334.93,13,20
CQ,24,p,850,0,1333,15.1327459504216,20
CQ,16,p,280,0,1333.72,15.2315462117278,20
CQ,14,p,250,1,1332.03,16.7630546142402,20
CQ,25,p,800,2,1333,19,20
CQ,21,p,80,0,1334.69,0,21
CQ,20,p,160,1,1336.61,5,21
CQ,22,p,800,1,1334.21,8.94427190999916,21
CQ,23,p,700,0,1333,9.4339811320566,21
CQ,24,p,850,0,1333,12.0830459735946,21
CQ,18,p,165,2,1339.97,13.6014705087354,21
CQ,25,p,800,2,1333,15.2970585407784,21
CQ,28,p,240,1,1332.03,16,21
CQ,17,p,180,1,1334.93,17.8885438199983,21
CQ,31,p,225,0,1333.72,18.6010752377383,21
CQ,22,p,800,1,1334.21,0,22
CQ,23,p,700,0,1333,5,22
CQ,24,p,850,0,1333,7.61577310586391,22
CQ,21,p,80,0,1334.69,8.94427190999916,22
CQ,20,p,160,1,1336.61,9.4339811320566,22
CQ,25,p,800,2,1333,12.0830459735946,22
CQ,28,p,240,1,1332.03,14.422205101856,22
CQ,18,p,165,2,1339.97,17.464249196573,22
CQ,43,p,170,0,1329.4,18.8679622641132,22
CQ,17,p,180,1,1334.93,20,22
CQ,23,p,700,0,1333,0,23
CQ,24,p,850,0,1333,3,23
CQ,22,p,800,1,1334.21,5,23
CQ,25,p,800,2,1333,7.28010988928052,23
CQ,21,p,80,0,1334.69,9.4339811320566,23
CQ,28,p,240,1,1332.03,9.4339811320566,23
CQ,20,p,160,1,1336.61,12.1655250605964,23
CQ,43,p,170,0,1329.4,13.8924439894498,23
CQ,29,p,210,6,1330.12,17.0293863659264,23
CQ,41,p,300,4,1333,17.0293863659264,23
CQ,24,p,850,0,1333,0,24
CQ,23,p,700,0,1333,3,24
CQ,25,p,800,2,1333,4.47213595499958,24
CQ,28,p,240,1,1332.03,7.07106781186548,24
CQ,22,p,800,1,1334.21,7.61577310586391,24
CQ,43,p,170,0,1329.4,11.4017542509914,24
CQ,21,p,80,0,1334.69,12.0830459735946,24
CQ,42,p,250,4,1326.76,14.8660687473185,24
CQ,20,p,160,1,1336.61,15.1327459504216,24
CQ,29,p,210,6,1330.12,15.2643375224737,24
CQ,25,p,800,2,1333,0,25
CQ,28,p,240,1,1332.03,3.16227766016838,25
CQ,24,p,850,0,1333,4.47213595499958,25
CQ,43,p,170,0,1329.4,7.07106781186548,25
CQ,23,p,700,0,1333,7.28010988928052,25
CQ,42,p,250,4,1326.76,10.6301458127346,25
CQ,29,p,210,6,1330.12,11.7046999107196,25
CQ,41,p,300,4,1333,11.7046999107196,25
CQ,22,p,800,1,1334.21,12.0830459735946,25
CQ,26,p,900,0,1332.52,12.1655250605964,25
CQ,26,p,900,0,1332.52,0,26
CQ,27,p,900,0,1331.56,3,26
CQ,43,p,170,0,1329.4,7.61577310586391,26
CQ,42,p,250,4,1326.76,7.81024967590665,26
CQ,28,p,240,1,1332.03,11.0453610171873,26
CQ,51,p,160,2,1338.29,11.7046999107196,26
CQ,29,p,210,6,1330.12,12.0415945787923,26
CQ,41,p,300,4,1333,12.0415945787923,26
CQ,44,p,170,1,1331.07,12.0830459735946,26
CQ,25,p,800,2,1333,12.1655250605964,26
CQ,27,p,900,0,1331.56,0,27
CQ,26,p,900,0,1332.52,3,27
CQ,42,p,250,4,1326.76,10,27
CQ,43,p,170,0,1329.4,10.4403065089106,27
CQ,51,p,160,2,1338.29,11.0453610171873,27
CQ,52,p,250,8,1338.76,13.0384048104053,27
CQ,44,p,170,1,1331.07,13.6014705087354,27
